-0.056330,0.129800,0.769800,-0.135300,0.409100,-0.902400
0.425900,-0.213300,-0.876200,0.782800,-0.621800,-0.022040
-0.426000,0.213200,-0.280200,-0.705500,0.708700,0.000000
0.426400,-0.209700,0.057990,0.996200,-0.086660,0.000000
-0.334900,-0.213400,-0.880200,0.000000,-0.736000,-0.677000
-0.426000,-0.213200,0.293100,-0.706900,-0.707400,0.000000
0.400000,0.212900,-0.409000,0.190500,0.981700,0.000105
0.425400,-0.213500,0.879900,0.249300,-0.938800,0.237900
-0.009644,-0.214100,-0.347800,0.000000,-1.000000,0.000000
0.423700,0.194100,0.467000,0.934500,0.355800,-0.000310
0.057990,0.213500,-0.876500,0.000000,0.999800,-0.017730
-0.426600,-0.209500,0.869500,-0.997700,-0.067740,0.005265
0.135300,-0.214100,0.463800,0.000000,-1.000000,0.000000
-0.426600,0.209500,0.492800,-0.997900,0.064800,0.000000
-0.422300,0.213800,-0.743900,-0.084180,0.996500,0.000000
-0.426600,-0.209500,-0.144900,-0.997900,-0.065100,0.000000
0.368900,0.213600,0.019350,-0.074750,0.997200,0.000069
0.426400,-0.209700,-0.376800,0.996200,-0.086660,0.000000
-0.019310,-0.138800,0.077300,0.000000,1.000000,0.000000
0.347800,0.202800,0.880700,-0.017630,0.037870,0.999100
-0.336800,0.135300,0.116000,0.999900,-0.014320,0.002855
0.048330,-0.214100,-0.782600,0.000000,-1.000000,0.000000
-0.426000,0.183600,0.880100,-0.705700,0.000000,0.708500
-0.336100,-0.086920,-0.502400,0.999300,0.037340,-0.005730
0.424000,0.194800,-0.789000,0.918600,0.395300,0.000000
0.029000,-0.213400,0.880100,0.000000,-0.707900,0.706300
-0.202900,-0.137800,0.589400,0.000000,1.000000,0.000000
0.426700,-0.125600,0.570000,1.000000,0.000000,0.000000
-0.164300,0.027480,-0.750700,0.036030,0.228100,0.973000
0.292500,-0.059120,-0.640800,-0.886800,0.166100,0.431200
0.222200,-0.137800,-0.154600,0.000000,1.000000,0.000000
0.314400,-0.010190,0.280200,-0.995400,0.095390,0.000000
0.204300,-0.021520,0.726700,-0.318500,0.226000,-0.920600
-0.144900,-0.214100,0.318800,0.000000,-1.000000,0.000000
-0.426700,-0.009641,0.676300,-1.000000,0.000000,0.000000
-0.202900,-0.057970,0.880200,0.000000,0.000000,1.000000
0.426700,0.057990,-0.183500,1.000000,0.000000,0.000000
-0.280200,-0.137800,0.067640,0.000000,1.000000,0.000000
