0.079130,-0.117700,-0.384800,-0.469900,-0.882700,0.000034
0.113000,-0.027360,0.991300,0.023480,-0.746700,0.664700
0.868000,-0.038180,0.314600,0.651900,0.042020,-0.757100
-0.647100,-0.037590,0.323400,-0.864600,-0.377900,-0.331100
-0.443000,0.013200,-0.895500,-0.630900,0.353800,-0.690500
0.162400,-0.009482,0.297000,0.791400,0.611300,-0.000088
0.116100,-0.094520,-0.879300,0.244600,-0.061160,-0.967700
-0.245900,-0.085200,0.058670,-0.352700,0.806000,-0.475300
0.513400,-0.084010,0.084650,0.548400,-0.079750,-0.832400
0.075590,-0.111200,0.638200,-0.575200,-0.812200,0.097240
0.087940,0.006116,-0.049700,-0.460000,0.887900,0.000000
-0.095570,-0.175700,-0.157000,0.758500,-0.595500,-0.264800
0.145300,0.003031,-0.621800,0.445200,0.895400,0.000000
-0.405800,-0.076490,0.254700,0.003177,-0.989800,0.142700
0.268400,-0.105300,0.095330,0.029120,-0.996400,0.079710
-0.016050,-0.101300,0.140200,-0.030140,-0.981900,0.187200
0.644700,-0.074820,0.263300,-0.061780,-0.943800,0.324600
0.170700,-0.020610,-0.232800,0.854700,0.519000,0.012580
0.141400,-0.000071,0.793400,0.531700,0.842500,0.086480
0.047420,-0.078940,0.442500,-0.940800,-0.339000,0.000003
0.244400,-0.096400,-0.081700,0.501900,0.204600,-0.840400
0.131000,0.008718,0.124700,0.303700,0.952800,0.000000
-0.088940,-0.086850,-0.013090,-0.088680,0.983800,-0.156100
0.085980,-0.121000,-0.714700,-0.368600,-0.929600,0.004790
0.162400,-0.009453,0.540600,0.760700,0.649100,-0.000031
0.118200,-0.131300,0.038390,0.000000,-1.000000,0.000000
0.074920,-0.121200,-0.144400,-0.129600,-0.928100,-0.349100
0.162400,-0.009451,-0.464700,0.694200,0.719800,0.000000
0.082600,-0.119300,-0.542000,-0.406900,-0.913500,0.000276
0.891000,0.021960,0.452300,0.641100,-0.645700,0.414900
0.118100,-0.125800,0.209800,0.054710,-0.998500,0.000000
0.382000,-0.096070,0.001615,0.416200,-0.633000,-0.652800
-0.273900,-0.086580,0.199200,0.124100,-0.934900,0.332500
-0.664500,0.022870,0.451600,0.892600,0.084360,0.443000
0.043930,-0.058770,-0.267300,-0.999600,-0.028460,-0.000023
0.395700,-0.095550,0.150300,0.022410,-0.989600,0.142300
-0.537700,-0.056410,0.248200,-0.414400,-0.815600,-0.403700
0.176400,-0.082290,0.411500,0.909900,-0.414800,-0.000038
0.172600,-0.028850,0.670400,0.886800,0.460900,0.032960
0.046160,-0.075060,0.312600,-0.962800,-0.270200,0.000001
0.528000,-0.083670,0.211800,-0.229100,-0.584700,0.778200
-0.157000,-0.095120,0.150100,0.180100,-0.249400,0.951500
0.154900,-0.032650,-0.775400,0.636300,0.692500,-0.339900
0.091300,0.008222,-0.360600,-0.351600,0.936200,0.000000
-0.161800,-0.178400,-0.051550,-0.722600,-0.676600,0.141300
0.091840,-0.068570,0.880300,-0.527400,-0.780300,0.336100
0.765500,-0.057660,0.256100,0.225200,-0.968300,-0.108400
0.051020,-0.026900,0.204200,-0.910500,0.413500,-0.000009
0.123200,-0.125500,0.520300,0.123400,-0.992400,0.000000
0.046500,-0.038710,0.053940,-0.959100,0.283100,-0.000088
0.065220,-0.081250,0.754700,-0.803500,-0.577300,0.145400
0.176400,-0.030450,0.021110,0.906500,0.422200,0.000016
0.071840,-0.002911,-0.168900,-0.606700,0.795000,0.000000
0.180000,-0.070850,-0.350200,0.991500,-0.130100,0.000010
0.049550,-0.030450,0.551400,-0.923600,0.383500,0.000004
0.068970,-0.005116,-0.536300,-0.539400,0.842100,0.000000
0.027140,-0.111400,-0.031120,-0.060310,-0.997800,-0.028600
-0.375900,-0.079810,0.145500,-0.244900,-0.940000,-0.237400
0.112900,0.011040,0.411500,-0.000241,1.000000,0.000028
0.044470,-0.049850,-0.640000,-0.992900,0.118600,-0.000014
0.155700,-0.111400,-0.624900,0.608600,-0.793500,0.000000
0.624000,-0.074920,0.155400,0.495000,-0.116500,-0.861100
0.172800,-0.024130,-0.122200,0.831200,0.555900,0.000000
0.128000,-0.124700,-0.246600,0.204200,-0.978900,0.000000
0.064300,-0.009912,0.670500,-0.769500,0.638300,0.020170
0.056470,-0.066140,-0.797100,-0.912300,0.233600,-0.336400
0.139800,-0.120800,0.323400,0.383100,-0.923700,0.000000
0.144100,-0.131300,-0.060060,0.000000,-1.000000,0.000000
0.178800,-0.079520,0.136800,0.989800,-0.140600,0.023510
0.152700,-0.113700,-0.469400,0.608500,-0.793600,-0.000018
0.045480,-0.042720,-0.443100,-0.979100,0.203300,-0.000024
0.097960,0.003687,-0.707300,-0.133900,0.964100,-0.229400
0.165300,-0.101500,0.603000,0.827500,-0.561200,0.015840
-0.162700,-0.115300,-0.122200,-0.684500,0.728700,-0.021010
-0.094270,-0.104700,0.079790,-0.034670,-0.998100,0.050580
0.160800,-0.081390,0.747900,0.807600,-0.570300,0.150200
0.288900,-0.106900,0.002256,0.064310,-0.997200,-0.036850
0.180900,-0.067590,-0.547000,0.989100,-0.147100,0.006459
0.066640,-0.130800,0.116100,-0.166300,-0.986100,0.000000
0.164500,-0.011930,0.205900,0.832100,0.554600,0.000072
0.133200,-0.119700,-0.790500,0.275700,-0.954700,-0.111500
