0.210000,-0.092840,0.013820,0.116500,-0.977700,-0.174600
-0.979400,-0.010530,0.196100,-0.381400,0.917900,0.109100
-0.001079,0.208800,-0.969500,-0.956000,0.040250,-0.290700
0.976000,-0.011690,0.209300,0.360300,-0.909300,0.208000
-0.260000,-0.168600,0.608200,-0.653500,-0.144400,0.743100
-0.403300,-0.063210,-0.011710,-0.108000,-0.969200,-0.221200
0.486000,-0.052980,0.495200,-0.089480,-0.818300,0.567800
-0.059120,-0.031300,-0.468100,-0.981800,-0.160800,-0.101000
0.004611,0.276400,0.610600,0.383800,0.537400,0.751000
0.330100,0.042910,-0.734600,0.432200,0.735900,0.521200
-0.111000,0.039900,0.272200,-0.992800,0.018470,0.118500
0.625300,-0.033470,-0.017610,-0.068420,0.977000,-0.202100
-0.345000,0.042350,-0.761400,-0.399400,-0.913300,0.080120
0.119200,-0.103800,0.602200,-0.321700,-0.578200,0.749800
-0.041410,0.144200,-0.131400,-0.637800,0.734300,-0.232200
-0.619900,-0.033170,0.270700,0.047620,0.945000,0.323600
-0.012890,-0.048430,-0.787400,-0.726400,-0.675200,-0.128500
-0.748800,-0.023610,-0.008336,0.057630,0.887900,-0.456400
0.228600,-0.079400,0.316400,0.132200,-0.862400,0.488600
-0.107900,-0.114200,0.002629,-0.287200,-0.925100,-0.248600
0.681400,-0.034960,0.273000,0.110200,-0.849300,0.516300
0.054090,-0.089250,-0.229100,0.664400,-0.742700,-0.083140
-0.355300,-0.066570,0.304900,-0.136500,-0.836200,0.531200
-0.097750,0.033560,0.545500,-0.794300,0.367800,0.483600
0.436400,-0.077950,0.159100,0.118100,-0.993000,0.000000
0.067880,0.097350,0.107100,0.709400,0.703300,-0.045310
-0.000045,-0.139400,0.390900,0.000332,-1.000000,-0.006472
0.862500,-0.012990,0.004782,-0.077540,0.975100,-0.208000
0.074490,0.086860,0.403100,0.646700,0.757100,0.092350
-0.001120,0.166600,-0.755500,-0.189800,0.534300,0.823700
0.167500,0.043380,-0.876500,-0.000111,0.755000,-0.655700
0.059260,-0.132000,0.186100,0.052450,-0.998600,0.000000
